16-2-22 下午2:10
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	31442	484158	3216212	3820072	   323	
剩余：  	    0	     0	      0	      0	     0	
独特：  	 3469	 92928	 634841	 738820	   202	
剩余独特：	    0	     0	      0	      0	     0	


单文件统计：

文件名                                    	总片段	剩余片段	独特片段	剩余独特片段	总计词汇	剩余词汇	独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
4.7/en/fixtures.xml                    	 75	   0	   1	     0	1511	   0	  63	     0	    9242	        0	      695	          0	   10956	        0	      720	          0	
4.7/en/incomplete-and-skipped-tests.xml	 69	   0	   2	     0	 763	   0	  93	     0	    4604	        0	      580	          0	    5434	        0	      645	          0	
4.7/en/index.xml                       	  1	   0	   0	     0	   1	   0	   0	     0	       5	        0	        0	          0	       5	        0	        0	          0	
4.7/en/installation.xml                	 80	   0	   4	     0	1295	   0	  65	     0	    7851	        0	      382	          0	    9181	        0	      455	          0	
4.7/en/logging.xml                     	 27	   0	   0	     0	 838	   0	   0	     0	    5660	        0	        0	          0	    6879	        0	        0	          0	
4.7/en/organizing-tests.xml            	 26	   0	   3	     0	 511	   0	  63	     0	    2966	        0	      490	          0	    3543	        0	      537	          0	
4.7/en/other-uses-for-tests.xml        	 19	   0	   1	     0	 577	   0	  21	     0	    3039	        0	      149	          0	    3597	        0	      167	          0	
4.7/en/risky-tests.xml                 	 18	   0	   0	     0	 405	   0	   0	     0	    2242	        0	        0	          0	    2624	        0	        0	          0	
4.7/en/selenium.xml                    	103	   0	   3	     0	1531	   0	 148	     0	   10564	        0	     1008	          0	   12268	        0	     1111	          0	
4.7/en/test-doubles.xml                	182	   0	   0	     0	3784	   0	   0	     0	   25049	        0	        0	          0	   31452	        0	        0	          0	
4.7/en/testing-practices.xml           	 28	   0	   0	     0	 510	   0	   0	     0	    2620	        0	        0	          0	    3100	        0	        0	          0	
4.7/en/textui.xml                      	192	   0	   2	     0	1806	   0	 448	     0	   11031	        0	     3006	          0	   13198	        0	     3938	          0	
4.7/en/upgrading.xml                   	 13	   0	   0	     0	 315	   0	   0	     0	    1928	        0	        0	          0	    2205	        0	        0	          0	
4.7/en/writing-tests-for-phpunit.xml   	159	   0	  15	     0	2910	   0	 698	     0	   20069	        0	     4764	          0	   24167	        0	     5390	          0	
4.8/en/annotations.xml                 	165	   0	   0	     0	1922	   0	   0	     0	   12653	        0	        0	          0	   15189	        0	        0	          0	
4.8/en/assertions.xml                  	492	   0	  46	     0	5485	   0	2055	     0	   42680	        0	    14321	          0	   48244	        0	    15857	          0	
4.8/en/bibliography.xml                	 22	   0	   0	     0	  41	   0	   0	     0	     264	        0	        0	          0	     279	        0	        0	          0	
4.8/en/book.xml                        	 18	   0	   1	     0	  36	   0	   6	     0	     195	        0	       31	          0	     214	        0	       37	          0	
4.8/en/code-coverage-analysis.xml      	 67	   0	   0	     0	1204	   0	   0	     0	    7518	        0	        0	          0	    9078	        0	        0	          0	
4.8/en/configuration.xml               	 91	   0	   1	     0	1069	   0	  69	     0	    7695	        0	      910	          0	    8971	        0	     1148	          0	
4.8/en/database.xml                    	232	   0	   0	     0	5413	   0	   0	     0	   33545	        0	        0	          0	   40077	        0	        0	          0	
4.8/en/extending-phpunit.xml           	 39	   0	   1	     0	 888	   0	  45	     0	    6966	        0	      284	          0	    8657	        0	      322	          0	
4.8/en/fixtures.xml                    	 75	   0	   1	     0	1511	   0	  63	     0	    9242	        0	      695	          0	   10956	        0	      720	          0	
4.8/en/incomplete-and-skipped-tests.xml	 69	   0	   2	     0	 763	   0	  93	     0	    4604	        0	      580	          0	    5434	        0	      645	          0	
4.8/en/index.xml                       	  1	   0	   0	     0	   1	   0	   0	     0	       5	        0	        0	          0	       5	        0	        0	          0	
4.8/en/installation.xml                	 80	   0	   5	     0	1302	   0	  94	     0	    7896	        0	      544	          0	    9232	        0	      644	          0	
4.8/en/logging.xml                     	 27	   0	   0	     0	 838	   0	   0	     0	    5660	        0	        0	          0	    6879	        0	        0	          0	
4.8/en/organizing-tests.xml            	 27	   0	   5	     0	 525	   0	  98	     0	    3058	        0	      676	          0	    3643	        0	      751	          0	
4.8/en/other-uses-for-tests.xml        	 19	   0	   1	     0	 577	   0	  21	     0	    3039	        0	      149	          0	    3597	        0	      167	          0	
4.8/en/risky-tests.xml                 	 18	   0	   0	     0	 405	   0	   0	     0	    2242	        0	        0	          0	    2624	        0	        0	          0	
4.8/en/selenium.xml                    	103	   0	   3	     0	1531	   0	 148	     0	   10564	        0	     1008	          0	   12268	        0	     1111	          0	
4.8/en/test-doubles.xml                	182	   0	   0	     0	3784	   0	   0	     0	   25049	        0	        0	          0	   31452	        0	        0	          0	
4.8/en/testing-practices.xml           	 28	   0	   0	     0	 510	   0	   0	     0	    2620	        0	        0	          0	    3100	        0	        0	          0	
4.8/en/textui.xml                      	197	   0	  10	     0	1918	   0	 589	     0	   11500	        0	     3671	          0	   13765	        0	     4727	          0	
4.8/en/upgrading.xml                   	 13	   0	   0	     0	 315	   0	   0	     0	    1928	        0	        0	          0	    2205	        0	        0	          0	
4.8/en/writing-tests-for-phpunit.xml   	159	   0	  15	     0	2910	   0	 698	     0	   20069	        0	     4764	          0	   24167	        0	     5390	          0	
5.0/en/annotations.xml                 	165	   0	   0	     0	1922	   0	   0	     0	   12653	        0	        0	          0	   15189	        0	        0	          0	
5.0/en/assertions.xml                  	508	   0	  56	     0	5640	   0	2090	     0	   43774	        0	    14561	          0	   49483	        0	    16074	          0	
5.0/en/bibliography.xml                	 22	   0	   0	     0	  41	   0	   0	     0	     264	        0	        0	          0	     279	        0	        0	          0	
5.0/en/book.xml                        	 18	   0	   1	     0	  36	   0	   6	     0	     195	        0	       31	          0	     214	        0	       37	          0	
5.0/en/code-coverage-analysis.xml      	 64	   0	   2	     0	1166	   0	  38	     0	    7346	        0	      207	          0	    8873	        0	      244	          0	
5.0/en/configuration.xml               	 88	   0	   5	     0	1004	   0	 139	     0	    7233	        0	     1359	          0	    8409	        0	     1667	          0	
5.0/en/database.xml                    	232	   0	   0	     0	5413	   0	   0	     0	   33545	        0	        0	          0	   40077	        0	        0	          0	
5.0/en/extending-phpunit.xml           	 39	   0	   1	     0	 888	   0	  45	     0	    6966	        0	      284	          0	    8657	        0	      322	          0	
5.0/en/fixtures.xml                    	 75	   0	   1	     0	1511	   0	  63	     0	    9242	        0	      695	          0	   10956	        0	      720	          0	
5.0/en/incomplete-and-skipped-tests.xml	 69	   0	   2	     0	 763	   0	  93	     0	    4604	        0	      580	          0	    5434	        0	      645	          0	
5.0/en/index.xml                       	  1	   0	   0	     0	   1	   0	   0	     0	       5	        0	        0	          0	       5	        0	        0	          0	
5.0/en/installation.xml                	 76	   0	   5	     0	1271	   0	  86	     0	    7689	        0	      512	          0	    8999	        0	      605	          0	
5.0/en/logging.xml                     	 27	   0	   0	     0	 838	   0	   0	     0	    5660	        0	        0	          0	    6879	        0	        0	          0	
5.0/en/organizing-tests.xml            	 27	   0	   4	     0	 525	   0	  69	     0	    3058	        0	      534	          0	    3643	        0	      581	          0	
5.0/en/other-uses-for-tests.xml        	 19	   0	   1	     0	 577	   0	  21	     0	    3039	        0	      149	          0	    3597	        0	      167	          0	
5.0/en/risky-tests.xml                 	 18	   0	   0	     0	 405	   0	   0	     0	    2242	        0	        0	          0	    2624	        0	        0	          0	
5.0/en/test-doubles.xml                	182	   0	   0	     0	3784	   0	   0	     0	   25049	        0	        0	          0	   31452	        0	        0	          0	
5.0/en/testing-practices.xml           	 28	   0	   0	     0	 510	   0	   0	     0	    2620	        0	        0	          0	    3100	        0	        0	          0	
5.0/en/textui.xml                      	197	   0	   4	     0	1918	   0	 509	     0	   11502	        0	     3303	          0	   13767	        0	     4286	          0	
5.0/en/writing-tests-for-phpunit.xml   	162	   0	  16	     0	2965	   0	 751	     0	   20331	        0	     5008	          0	   24481	        0	     5686	          0	
5.1/en/annotations.xml                 	165	   0	   0	     0	1922	   0	   0	     0	   12653	        0	        0	          0	   15189	        0	        0	          0	
5.1/en/assertions.xml                  	508	   0	  44	     0	5640	   0	2015	     0	   43774	        0	    13978	          0	   49483	        0	    15396	          0	
5.1/en/bibliography.xml                	 22	   0	   0	     0	  41	   0	   0	     0	     264	        0	        0	          0	     279	        0	        0	          0	
5.1/en/book.xml                        	 18	   0	   1	     0	  36	   0	   6	     0	     195	        0	       31	          0	     214	        0	       37	          0	
5.1/en/code-coverage-analysis.xml      	 64	   0	   0	     0	1166	   0	   0	     0	    7346	        0	        0	          0	    8873	        0	        0	          0	
5.1/en/configuration.xml               	 88	   0	   1	     0	1004	   0	  69	     0	    7233	        0	      910	          0	    8409	        0	     1148	          0	
5.1/en/database.xml                    	232	   0	   0	     0	5413	   0	   0	     0	   33545	        0	        0	          0	   40077	        0	        0	          0	
5.1/en/extending-phpunit.xml           	 39	   0	   1	     0	 888	   0	  45	     0	    6966	        0	      284	          0	    8657	        0	      322	          0	
5.1/en/fixtures.xml                    	 75	   0	   1	     0	1511	   0	  63	     0	    9242	        0	      695	          0	   10956	        0	      720	          0	
5.1/en/incomplete-and-skipped-tests.xml	 69	   0	   2	     0	 763	   0	  93	     0	    4604	        0	      580	          0	    5434	        0	      645	          0	
5.1/en/index.xml                       	  1	   0	   0	     0	   1	   0	   0	     0	       5	        0	        0	          0	       5	        0	        0	          0	
5.1/en/installation.xml                	 76	   0	   4	     0	1271	   0	  65	     0	    7689	        0	      380	          0	    8999	        0	      453	          0	
5.1/en/logging.xml                     	 27	   0	   0	     0	 838	   0	   0	     0	    5660	        0	        0	          0	    6879	        0	        0	          0	
5.1/en/organizing-tests.xml            	 27	   0	   4	     0	 525	   0	  69	     0	    3058	        0	      534	          0	    3643	        0	      581	          0	
5.1/en/other-uses-for-tests.xml        	 19	   0	   1	     0	 577	   0	  21	     0	    3039	        0	      149	          0	    3597	        0	      167	          0	
5.1/en/risky-tests.xml                 	 18	   0	   0	     0	 405	   0	   0	     0	    2242	        0	        0	          0	    2624	        0	        0	          0	
5.1/en/test-doubles.xml                	182	   0	   0	     0	3784	   0	   0	     0	   25049	        0	        0	          0	   31452	        0	        0	          0	
5.1/en/testing-practices.xml           	 28	   0	   0	     0	 510	   0	   0	     0	    2620	        0	        0	          0	    3100	        0	        0	          0	
5.1/en/textui.xml                      	197	   0	   2	     0	1918	   0	 453	     0	   11502	        0	     3039	          0	   13767	        0	     3968	          0	
5.1/en/writing-tests-for-phpunit.xml   	162	   0	  15	     0	2965	   0	 698	     0	   20331	        0	     4764	          0	   24481	        0	     5390	          0	
5.2/en/annotations.xml                 	165	   0	   0	     0	1922	   0	   0	     0	   12653	        0	        0	          0	   15189	        0	        0	          0	
5.2/en/assertions.xml                  	508	   0	  44	     0	5640	   0	2015	     0	   43774	        0	    13978	          0	   49483	        0	    15396	          0	
5.2/en/bibliography.xml                	 22	   0	   0	     0	  41	   0	   0	     0	     264	        0	        0	          0	     279	        0	        0	          0	
5.2/en/book.xml                        	 18	   0	   1	     0	  36	   0	   6	     0	     195	        0	       31	          0	     214	        0	       37	          0	
5.2/en/code-coverage-analysis.xml      	 64	   0	   0	     0	1166	   0	   0	     0	    7346	        0	        0	          0	    8873	        0	        0	          0	
5.2/en/configuration.xml               	 88	   0	   1	     0	1004	   0	  69	     0	    7233	        0	      910	          0	    8409	        0	     1148	          0	
5.2/en/database.xml                    	232	   0	   0	     0	5413	   0	   0	     0	   33545	        0	        0	          0	   40077	        0	        0	          0	
5.2/en/extending-phpunit.xml           	 39	   0	   1	     0	 888	   0	  45	     0	    6966	        0	      284	          0	    8657	        0	      322	          0	
5.2/en/fixtures.xml                    	 75	   0	   1	     0	1511	   0	  63	     0	    9242	        0	      695	          0	   10956	        0	      720	          0	
5.2/en/incomplete-and-skipped-tests.xml	 69	   0	   4	     0	 770	   0	 106	     0	    4646	        0	      660	          0	    5483	        0	      736	          0	
5.2/en/index.xml                       	  1	   0	   0	     0	   1	   0	   0	     0	       5	        0	        0	          0	       5	        0	        0	          0	
5.2/en/installation.xml                	 76	   0	   1	     0	1271	   0	  14	     0	    7689	        0	       71	          0	    8999	        0	       84	          0	
5.2/en/logging.xml                     	 27	   0	   0	     0	 838	   0	   0	     0	    5660	        0	        0	          0	    6879	        0	        0	          0	
5.2/en/organizing-tests.xml            	 27	   0	   4	     0	 525	   0	  69	     0	    3058	        0	      534	          0	    3643	        0	      581	          0	
5.2/en/other-uses-for-tests.xml        	 19	   0	   1	     0	 577	   0	  21	     0	    3039	        0	      149	          0	    3597	        0	      167	          0	
5.2/en/risky-tests.xml                 	 18	   0	   0	     0	 405	   0	   0	     0	    2242	        0	        0	          0	    2624	        0	        0	          0	
5.2/en/test-doubles.xml                	182	   0	   0	     0	3784	   0	   0	     0	   25049	        0	        0	          0	   31452	        0	        0	          0	
5.2/en/testing-practices.xml           	 28	   0	   0	     0	 510	   0	   0	     0	    2620	        0	        0	          0	    3100	        0	        0	          0	
5.2/en/textui.xml                      	197	   0	   2	     0	1918	   0	 453	     0	   11502	        0	     3039	          0	   13767	        0	     3968	          0	
5.2/en/writing-tests-for-phpunit.xml   	144	   0	  23	     0	2609	   0	 652	     0	   17074	        0	     4449	          0	   20578	        0	     5069	          0	
5.3/en/annotations.xml                 	165	   0	   0	     0	1922	   0	   0	     0	   12653	        0	        0	          0	   15189	        0	        0	          0	
5.3/en/assertions.xml                  	505	   0	  44	     0	5541	   0	2002	     0	   43131	        0	    13883	          0	   48737	        0	    15294	          0	
5.3/en/bibliography.xml                	 22	   0	   0	     0	  41	   0	   0	     0	     264	        0	        0	          0	     279	        0	        0	          0	
5.3/en/book.xml                        	 18	   0	   1	     0	  36	   0	   6	     0	     195	        0	       31	          0	     214	        0	       37	          0	
5.3/en/code-coverage-analysis.xml      	 64	   0	   0	     0	1166	   0	   0	     0	    7346	        0	        0	          0	    8873	        0	        0	          0	
5.3/en/configuration.xml               	 90	   0	   1	     0	1036	   0	  69	     0	    7463	        0	      910	          0	    8701	        0	     1148	          0	
5.3/en/database.xml                    	232	   0	   0	     0	5413	   0	   0	     0	   33545	        0	        0	          0	   40077	        0	        0	          0	
5.3/en/extending-phpunit.xml           	 39	   0	   1	     0	 888	   0	  45	     0	    6966	        0	      284	          0	    8657	        0	      322	          0	
5.3/en/fixtures.xml                    	 75	   0	   1	     0	1511	   0	  63	     0	    9242	        0	      695	          0	   10956	        0	      720	          0	
5.3/en/incomplete-and-skipped-tests.xml	 69	   0	   2	     0	 770	   0	  93	     0	    4646	        0	      580	          0	    5483	        0	      645	          0	
5.3/en/index.xml                       	  1	   0	   0	     0	   1	   0	   0	     0	       5	        0	        0	          0	       5	        0	        0	          0	
5.3/en/installation.xml                	 76	   0	   1	     0	1271	   0	  14	     0	    7689	        0	       71	          0	    8999	        0	       84	          0	
5.3/en/logging.xml                     	 27	   0	   0	     0	 838	   0	   0	     0	    5660	        0	        0	          0	    6879	        0	        0	          0	
5.3/en/organizing-tests.xml            	 26	   0	   3	     0	 511	   0	  63	     0	    2966	        0	      490	          0	    3543	        0	      537	          0	
5.3/en/other-uses-for-tests.xml        	 19	   0	   1	     0	 577	   0	  21	     0	    3039	        0	      149	          0	    3597	        0	      167	          0	
5.3/en/risky-tests.xml                 	 18	   0	   0	     0	 405	   0	   0	     0	    2242	        0	        0	          0	    2624	        0	        0	          0	
5.3/en/test-doubles.xml                	182	   0	   0	     0	3784	   0	   0	     0	   25049	        0	        0	          0	   31452	        0	        0	          0	
5.3/en/testing-practices.xml           	 28	   0	   0	     0	 510	   0	   0	     0	    2620	        0	        0	          0	    3100	        0	        0	          0	
5.3/en/textui.xml                      	197	   0	   2	     0	1918	   0	 453	     0	   11502	        0	     3039	          0	   13767	        0	     3968	          0	
5.3/en/writing-tests-for-phpunit.xml   	144	   0	  13	     0	2609	   0	 561	     0	   17074	        0	     3671	          0	   20578	        0	     4195	          0	
5.4/en/annotations.xml                 	165	   0	   0	     0	1922	   0	   0	     0	   12653	        0	        0	          0	   15189	        0	        0	          0	
5.4/en/assertions.xml                  	505	   0	  44	     0	5541	   0	2002	     0	   43131	        0	    13883	          0	   48737	        0	    15294	          0	
5.4/en/bibliography.xml                	 22	   0	   0	     0	  41	   0	   0	     0	     264	        0	        0	          0	     279	        0	        0	          0	
5.4/en/book.xml                        	 18	   0	   1	     0	  36	   0	   6	     0	     195	        0	       31	          0	     214	        0	       37	          0	
5.4/en/code-coverage-analysis.xml      	 64	   0	   0	     0	1166	   0	   0	     0	    7346	        0	        0	          0	    8873	        0	        0	          0	
5.4/en/configuration.xml               	 90	   0	   0	     0	1036	   0	   0	     0	    7463	        0	        0	          0	    8701	        0	        0	          0	
5.4/en/database.xml                    	232	   0	   0	     0	5413	   0	   0	     0	   33545	        0	        0	          0	   40077	        0	        0	          0	
5.4/en/extending-phpunit.xml           	 39	   0	   1	     0	 888	   0	  45	     0	    6966	        0	      284	          0	    8657	        0	      322	          0	
5.4/en/fixtures.xml                    	 75	   0	   1	     0	1511	   0	  63	     0	    9242	        0	      695	          0	   10956	        0	      720	          0	
5.4/en/incomplete-and-skipped-tests.xml	 69	   0	   2	     0	 770	   0	  93	     0	    4646	        0	      580	          0	    5483	        0	      645	          0	
5.4/en/index.xml                       	  1	   0	   0	     0	   1	   0	   0	     0	       5	        0	        0	          0	       5	        0	        0	          0	
5.4/en/installation.xml                	 76	   0	   1	     0	1271	   0	  14	     0	    7689	        0	       71	          0	    8999	        0	       84	          0	
5.4/en/logging.xml                     	 27	   0	   0	     0	 838	   0	   0	     0	    5660	        0	        0	          0	    6879	        0	        0	          0	
5.4/en/organizing-tests.xml            	 26	   0	   3	     0	 511	   0	  63	     0	    2966	        0	      490	          0	    3543	        0	      537	          0	
5.4/en/other-uses-for-tests.xml        	 19	   0	   1	     0	 577	   0	  21	     0	    3039	        0	      149	          0	    3597	        0	      167	          0	
5.4/en/risky-tests.xml                 	 18	   0	   0	     0	 405	   0	   0	     0	    2242	        0	        0	          0	    2624	        0	        0	          0	
5.4/en/test-doubles.xml                	182	   0	   0	     0	3784	   0	   0	     0	   25049	        0	        0	          0	   31452	        0	        0	          0	
5.4/en/testing-practices.xml           	 28	   0	   0	     0	 510	   0	   0	     0	    2620	        0	        0	          0	    3100	        0	        0	          0	
5.4/en/textui.xml                      	197	   0	   2	     0	1918	   0	 453	     0	   11502	        0	     3039	          0	   13767	        0	     3968	          0	
5.4/en/writing-tests-for-phpunit.xml   	144	   0	  13	     0	2609	   0	 561	     0	   17074	        0	     3671	          0	   20578	        0	     4195	          0	
